,compound,flashpoint,pure substance,smiles,source
211,1-hexyne,253.0,1,C#CCCCC,carroll11
212,1-heptyne,271.0,1,C#CCCCCC,carroll11
213,1-octyne,289.0,1,C#CCCCCCC,carroll11
214,1-nonyne,306.0,1,C#CCCCCCCC,carroll11
215,1-decyne,321.0,1,C#CCCCCCCCC,carroll11
216,1-undecyne,338.0,1,C#CCCCCCCCCC,carroll11
217,1-dodecyne,352.0,1,C#CCCCCCCCCCC,carroll11
218,1-tridecyne,366.0,1,C#CCCCCCCCCCCC,carroll11
219,2-pentyne,243.0,1,CC#CCC,carroll11
220,2-hexyne,263.0,1,CC#CCCC,carroll11
221,2-heptyne,281.0,1,CC#CCCCC,carroll11
222,2-octyne,297.0,1,CC#CCCCCC,carroll11
223,2-nonyne,312.0,1,CC#CCCCCCC,carroll11
224,2-decyne,326.0,1,CC#CCCCCCCC,carroll11
225,2-dodecyne,351.0,1,CC#CCCCCCCCCC,carroll11
226,3-hexyne,259.0,1,CCC#CCC,carroll11
227,3-heptyne,278.0,1,CCC#CCCC,carroll11
228,3-nonyne,311.0,1,CCC#CCCCCC,carroll11
229,4-nonyne,308.0,1,CCCC#CCCCC,carroll11
230,4-octyne,291.0,1,CCCC#CCCC,carroll11
231,3-decyne,325.0,1,CCC#CCCCCCC,carroll11
232,4-decyne,325.0,1,CCCC#CCCCCC,carroll11
233,4-undecyne,339.0,1,CCCC#CCCCCCC,carroll11
234,5-undecyne,339.0,1,CCCCC#CCCCCC,carroll11
235,"3,3-dimethyl-1-butyne",239.0,1,CC(C#C)(C)C,carroll11
236,4-methyl-1-pentyne,249.0,1,CC(CC#C)C,carroll11
237,"4,4-dimethyl-2-pentyne",263.0,1,CC(C#CC)(C)C,carroll11
238,5-methyl-1-hexyne,266.0,1,CC(CCC#C)C,carroll11
239,"1,6-heptadiyne",282.0,1,C#CCCCC#C,carroll11
240,"1,7-octadiyne",296.0,1,C#CCCCCC#C,carroll11
241,"1,8-nonadiyne",315.0,1,C#CCCCCCC#C,carroll11
242,benzene,262.0,1,C1=CC=CC=C1,carroll11
243,toluene,280.0,1,CC1=CC=CC=C1,carroll11
244,ethylbenzene,294.0,1,C(C)C1=CC=CC=C1,carroll11
245,propylbenzene,303.0,1,C(CC)C1=CC=CC=C1,carroll11
246,butylbenzene,323.0,1,C(CCC)C1=CC=CC=C1,carroll11
247,pentylbenzene,339.0,1,C(CCCC)C1=CC=CC=C1,carroll11
248,hexylbenzene,356.0,1,C(CCCCC)C1=CC=CC=C1,carroll11
249,heptylbenzene,368.0,1,C(CCCCCC)C1=CC=CC=C1,carroll11
250,octylbenzene,380.0,1,C(CCCCCCC)C1=CC=CC=C1,carroll11
251,nonylbenzene,390.0,1,C(CCCCCCCC)C1=CC=CC=C1,carroll11
252,undecylbenzene,417.0,1,C(CCCCCCCCCC)C1=CC=CC=C1,carroll11
253,p-xylene,298.0,1,C1(=CC=C(C=C1)C)C,carroll11
254,m-xylene,298.0,1,C1(=CC(=CC=C1)C)C,carroll11
255,o-xylene,303.0,1,C=1(C(=CC=CC1)C)C,carroll11
256,cumene,304.0,1,C1(=CC=CC=C1)C(C)C,carroll11
257,p-ethyltoluene,309.0,1,C(C)C1=CC=C(C)C=C1,carroll11
258,m-ethyltoluene,311.0,1,C(C)C=1C=C(C)C=CC1,carroll11
259,o-ethyltoluene,312.0,1,C(C)C1=C(C)C=CC=C1,carroll11
260,"1,3,5-trimethylbenzene",317.0,1,CC1=CC(=CC(=C1)C)C,carroll11
261,"1,2,4-trimethylbenzene",319.0,1,CC1=C(C=C(C=C1)C)C,carroll11
262,tert-butylbenzene,317.0,1,C(C)(C)(C)C1=CC=CC=C1,carroll11
263,isobutylbenzene,323.0,1,C(C(C)C)C1=CC=CC=C1,carroll11
264,m-isopropyltoluene,320.0,1,C(C)(C)C=1C=C(C)C=CC1,carroll11
265,"1,2,3-trimethylbenzene",324.0,1,CC1=C(C(=CC=C1)C)C,carroll11
266,p-isopropyltoluene,320.0,1,C(C)(C)C1=CC=C(C)C=C1,carroll11
267,o-isopropyltoluene,323.0,1,C(C)(C)C1=C(C)C=CC=C1,carroll11
268,m-diethylbenzene,324.0,1,C(C)C1=CC(=CC=C1)CC,carroll11
